BHAC15 tracks and internal structure for low mass stars (0.07 Msun to 1.4 Msun)

M/Ms: mass of the star in units of solar mass 
log t: age of the star (in yr)
Teff: effective temperature (in K)
L/Ls: log luminosity in units of solar luminosity (value used Ls=3.839d+33)
g: log g  (surface gravity)
R/Rs : radius of the star in units of solar radius    (value used Rs=6.96d10)
Li/Li0: ratio of surface lithium abundance to initial abundance
log Tc : log of central temprature
log ROc: log of central density (in gr/cc)
Mrad: mass of radiative core (in solar mass)
Rrad: radius of radiatif core (in solar radius)
k2conv: convective gyration radius 
k2rad: radiative gyration radius


------------------------------------------------------------------------
NOTE: Adopted convention to calculate the gyration radii:

k2conv=[ I/(R**2 * Mstar) ]**(1/2)

with I the moment of inertia defined here by :

I = 2/3 integral(r**2 * dm) 
with the integral over the mass of the convective region

Same for k2rad, corresponding to the radiative zone.
(Make sure you take the factor 2/3 into account)

Example: To calculate the moment of inertia of a 1 Msun star at t = 4.6 Gyr, 
the table gives

k2conv= 8.993E-02  
k2rad= 2.519E-01

k2**2 = k2conv**2 + k2rad**2 ~ 0.071 ===> I = 3/2 * k2**2 ~ 0.107

(Which is the expected value of the moment of intertia for the Sun)

END OF NOTE
-----------------------------------------------------------------------------

!-------------------------------------------------------------------------------------------------------------------
! M/Ms    log t(yr)  Teff      L/Ls    g    R/Rs   Li/Li0  log Tc  log ROc   Mrad     Rrad       k2conv      k2rad
!-------------------------------------------------------------------------------------------------------------------
 0.070     9.709     1627.  -4.296  5.378  0.090    0.000   6.444   2.8726  0.0000   0.000E+00  4.662E-01  0.000E+00
 0.070     9.720     1627.  -4.296  5.378  0.090    0.000   6.444   2.8726  0.0000   0.000E+00  4.662E-01  0.000E+00
 0.070     9.730     1627.  -4.297  5.378  0.090    0.000   6.444   2.8726  0.0000   0.000E+00  4.662E-01  0.000E+00
 0.070     9.741     1627.  -4.297  5.378  0.090    0.000   6.444   2.8727  0.0000   0.000E+00  4.662E-01  0.000E+00
 0.070     9.750     1627.  -4.297  5.378  0.090    0.000   6.444   2.8727  0.0000   0.000E+00  4.662E-01  0.000E+00
 0.070     9.760     1627.  -4.297  5.378  0.090    0.000   6.444   2.8727  0.0000   0.000E+00  4.662E-01  0.000E+00
 0.070     9.770     1626.  -4.297  5.378  0.090    0.000   6.444   2.8727  0.0000   0.000E+00  4.662E-01  0.000E+00
 0.070     9.781     1626.  -4.297  5.378  0.090    0.000   6.444   2.8727  0.0000   0.000E+00  4.662E-01  0.000E+00
 0.070     9.790     1626.  -4.297  5.378  0.090    0.000   6.444   2.8727  0.0000   0.000E+00  4.662E-01  0.000E+00
 0.070     9.801     1626.  -4.297  5.378  0.090    0.000   6.444   2.8727  0.0000   0.000E+00  4.662E-01  0.000E+00
 0.070     9.810     1626.  -4.297  5.378  0.090    0.000   6.444   2.8727  0.0000   0.000E+00  4.662E-01  0.000E+00
 0.070     9.820     1626.  -4.297  5.378  0.090    0.000   6.444   2.8727  0.0000   0.000E+00  4.662E-01  0.000E+00
 0.070     9.831     1626.  -4.297  5.378  0.090    0.000   6.444   2.8727  0.0000   0.000E+00  4.662E-01  0.000E+00
 0.070     9.841     1626.  -4.297  5.378  0.090    0.000   6.444   2.8727  0.0000   0.000E+00  4.662E-01  0.000E+00
 0.070     9.850     1626.  -4.297  5.378  0.090    0.000   6.444   2.8727  0.0000   0.000E+00  4.662E-01  0.000E+00
 0.070     9.860     1626.  -4.297  5.378  0.090    0.000   6.444   2.8727  0.0000   0.000E+00  4.662E-01  0.000E+00
 0.070     9.869     1626.  -4.297  5.378  0.090    0.000   6.444   2.8728  0.0000   0.000E+00  4.662E-01  0.000E+00
 0.070     9.880     1626.  -4.297  5.378  0.090    0.000   6.444   2.8728  0.0000   0.000E+00  4.662E-01  0.000E+00
 0.070     9.889     1626.  -4.297  5.378  0.090    0.000   6.444   2.8728  0.0000   0.000E+00  4.662E-01  0.000E+00
 0.070     9.900     1626.  -4.297  5.378  0.090    0.000   6.444   2.8728  0.0000   0.000E+00  4.662E-01  0.000E+00
 0.070     9.910     1626.  -4.297  5.378  0.090    0.000   6.444   2.8728  0.0000   0.000E+00  4.662E-01  0.000E+00
 0.070     9.920     1626.  -4.297  5.378  0.090    0.000   6.444   2.8728  0.0000   0.000E+00  4.662E-01  0.000E+00
 0.070     9.930     1626.  -4.297  5.378  0.090    0.000   6.444   2.8728  0.0000   0.000E+00  4.662E-01  0.000E+00
 0.070     9.940     1626.  -4.297  5.378  0.090    0.000   6.444   2.8728  0.0000   0.000E+00  4.662E-01  0.000E+00
 0.070     9.949     1626.  -4.297  5.378  0.090    0.000   6.444   2.8728  0.0000   0.000E+00  4.662E-01  0.000E+00
 0.070     9.960     1626.  -4.297  5.378  0.090    0.000   6.444   2.8728  0.0000   0.000E+00  4.662E-01  0.000E+00
 0.070     9.970     1626.  -4.297  5.378  0.090    0.000   6.444   2.8728  0.0000   0.000E+00  4.662E-01  0.000E+00
 0.070     9.980     1626.  -4.297  5.378  0.090    0.000   6.444   2.8728  0.0000   0.000E+00  4.662E-01  0.000E+00
 0.070     9.990     1626.  -4.297  5.378  0.090    0.000   6.444   2.8728  0.0000   0.000E+00  4.662E-01  0.000E+00
 0.070    10.000     1626.  -4.297  5.378  0.090    0.000   6.444   2.8728  0.0000   0.000E+00  4.662E-01  0.000E+00



!-------------------------------------------------------------------------------------------------------------------
! M/Ms    log t(yr)  Teff      L/Ls    g    R/Rs   Li/Li0  log Tc  log ROc   Mrad     Rrad       k2conv      k2rad
!-------------------------------------------------------------------------------------------------------------------
 0.072     5.695     2831.  -1.291  3.347  0.942    1.000   5.811  -0.1271  0.0000   0.000E+00  4.420E-01  0.000E+00
 0.072     5.703     2832.  -1.294  3.352  0.937    1.000   5.813  -0.1206  0.0000   0.000E+00  4.422E-01  0.000E+00
 0.072     5.712     2834.  -1.298  3.356  0.932    1.000   5.815  -0.1141  0.0000   0.000E+00  4.424E-01  0.000E+00
 0.072     5.720     2835.  -1.302  3.361  0.927    1.000   5.817  -0.1076  0.0000   0.000E+00  4.426E-01  0.000E+00
 0.072     5.737     2839.  -1.309  3.371  0.917    1.000   5.821  -0.0947  0.0000   0.000E+00  4.430E-01  0.000E+00
 0.072     5.745     2840.  -1.313  3.375  0.912    1.000   5.823  -0.0882  0.0000   0.000E+00  4.431E-01  0.000E+00
 0.072     5.754     2842.  -1.317  3.380  0.907    1.000   5.824  -0.0817  0.0000   0.000E+00  4.433E-01  0.000E+00
 0.072     5.762     2844.  -1.320  3.385  0.902    1.000   5.827  -0.0752  0.0000   0.000E+00  4.435E-01  0.000E+00
 0.072     5.771     2846.  -1.324  3.389  0.897    1.000   5.828  -0.0687  0.0000   0.000E+00  4.437E-01  0.000E+00
 0.072     5.780     2848.  -1.328  3.394  0.892    1.000   5.830  -0.0623  0.0000   0.000E+00  4.439E-01  0.000E+00
 0.072     5.797     2851.  -1.335  3.404  0.882    1.000   5.834  -0.0494  0.0000   0.000E+00  4.443E-01  0.000E+00
 0.072     5.806     2853.  -1.338  3.408  0.878    1.000   5.836  -0.0430  0.0000   0.000E+00  4.445E-01  0.000E+00
 0.072     5.815     2855.  -1.341  3.413  0.873    1.000   5.838  -0.0366  0.0000   0.000E+00  4.446E-01  0.000E+00
 0.072     5.824     2858.  -1.345  3.418  0.868    1.000   5.840  -0.0302  0.0000   0.000E+00  4.448E-01  0.000E+00
 0.072     5.834     2860.  -1.348  3.422  0.864    1.000   5.842  -0.0239  0.0000   0.000E+00  4.450E-01  0.000E+00
 0.072     5.843     2862.  -1.352  3.427  0.859    1.000   5.844  -0.0175  0.0000   0.000E+00  4.452E-01  0.000E+00
 0.072     5.853     2864.  -1.355  3.431  0.855    1.000   5.846  -0.0112  0.0000   0.000E+00  4.454E-01  0.000E+00
 0.072     5.863     2866.  -1.358  3.436  0.850    1.000   5.848  -0.0049  0.0000   0.000E+00  4.456E-01  0.000E+00
 0.072     5.873     2869.  -1.361  3.441  0.846    1.000   5.850   0.0014  0.0000   0.000E+00  4.457E-01  0.000E+00
 0.072     5.883     2871.  -1.364  3.445  0.841    1.000   5.852   0.0076  0.0000   0.000E+00  4.459E-01  0.000E+00
 0.072     5.894     2874.  -1.367  3.450  0.837    1.000   5.854   0.0138  0.0000   0.000E+00  4.461E-01  0.000E+00
 0.072     5.905     2876.  -1.370  3.454  0.832    1.000   5.856   0.0200  0.0000   0.000E+00  4.463E-01  0.000E+00
 0.072     5.916     2879.  -1.373  3.459  0.828    1.000   5.857   0.0261  0.0000   0.000E+00  4.464E-01  0.000E+00
 0.072     5.928     2881.  -1.376  3.463  0.824    1.000   5.859   0.0321  0.0000   0.000E+00  4.466E-01  0.000E+00
 0.072     5.940     2884.  -1.379  3.467  0.820    1.000   5.861   0.0376  0.0000   0.000E+00  4.468E-01  0.000E+00
 0.072     5.951     2886.  -1.381  3.471  0.817    1.000   5.862   0.0428  0.0000   0.000E+00  4.469E-01  0.000E+00
 0.072     5.963     2888.  -1.383  3.474  0.813    1.000   5.864   0.0476  0.0000   0.000E+00  4.471E-01  0.000E+00
 0.072     5.974     2890.  -1.385  3.478  0.810    1.000   5.865   0.0521  0.0000   0.000E+00  4.472E-01  0.000E+00
 0.072     5.985     2892.  -1.387  3.481  0.807    1.000   5.867   0.0562  0.0000   0.000E+00  4.473E-01  0.000E+00
 0.072     5.995     2894.  -1.389  3.483  0.805    1.000   5.868   0.0600  0.0000   0.000E+00  4.474E-01  0.000E+00
 0.072     6.006     2896.  -1.390  3.486  0.803    1.000   5.869   0.0635  0.0000   0.000E+00  4.475E-01  0.000E+00
 0.072     6.016     2897.  -1.392  3.488  0.800    1.000   5.870   0.0668  0.0000   0.000E+00  4.476E-01  0.000E+00
 0.072     6.026     2899.  -1.393  3.490  0.798    1.000   5.871   0.0698  0.0000   0.000E+00  4.477E-01  0.000E+00
 0.072     6.036     2900.  -1.394  3.493  0.796    1.000   5.872   0.0726  0.0000   0.000E+00  4.478E-01  0.000E+00
 0.072     6.048     2901.  -1.396  3.495  0.794    1.000   5.873   0.0756  0.0000   0.000E+00  4.479E-01  0.000E+00
 0.072     6.062     2903.  -1.397  3.497  0.792    1.000   5.874   0.0789  0.0000   0.000E+00  4.480E-01  0.000E+00
 0.072     6.077     2904.  -1.399  3.500  0.790    1.000   5.875   0.0823  0.0000   0.000E+00  4.481E-01  0.000E+00
 0.072     6.096     2905.  -1.401  3.502  0.788    1.000   5.876   0.0859  0.0000   0.000E+00  4.481E-01  0.000E+00
 0.072     6.117     2905.  -1.404  3.505  0.785    1.000   5.877   0.0896  0.0000   0.000E+00  4.483E-01  0.000E+00
 0.072     6.136     2905.  -1.406  3.507  0.783    1.000   5.878   0.0929  0.0000   0.000E+00  4.484E-01  0.000E+00
 0.072     6.154     2905.  -1.408  3.510  0.781    1.000   5.879   0.0960  0.0000   0.000E+00  4.484E-01  0.000E+00
 0.072     6.170     2905.  -1.410  3.512  0.779    1.000   5.880   0.0988  0.0000   0.000E+00  4.485E-01  0.000E+00
 0.072     6.185     2905.  -1.412  3.514  0.777    1.000   5.881   0.1015  0.0000   0.000E+00  4.486E-01  0.000E+00
 0.072     6.200     2906.  -1.414  3.515  0.776    1.000   5.881   0.1040  0.0000   0.000E+00  4.487E-01  0.000E+00
 0.072     6.213     2906.  -1.416  3.517  0.774    1.000   5.882   0.1065  0.0000   0.000E+00  4.487E-01  0.000E+00
 0.072     6.226     2906.  -1.417  3.519  0.773    1.000   5.883   0.1090  0.0000   0.000E+00  4.488E-01  0.000E+00
 0.072     6.238     2906.  -1.419  3.521  0.771    1.000   5.884   0.1114  0.0000   0.000E+00  4.489E-01  0.000E+00
 0.072     6.250     2906.  -1.421  3.522  0.770    1.000   5.885   0.1138  0.0000   0.000E+00  4.490E-01  0.000E+00
 0.072     6.260     2906.  -1.422  3.524  0.768    1.000   5.885   0.1161  0.0000   0.000E+00  4.490E-01  0.000E+00
 0.072     6.271     2906.  -1.424  3.526  0.767    1.000   5.886   0.1184  0.0000   0.000E+00  4.491E-01  0.000E+00
 0.072     6.280     2906.  -1.425  3.527  0.765    1.000   5.887   0.1207  0.0000   0.000E+00  4.491E-01  0.000E+00
 0.072     6.290     2907.  -1.427  3.529  0.764    1.000   5.887   0.1230  0.0000   0.000E+00  4.492E-01  0.000E+00
 0.072     6.299     2907.  -1.429  3.531  0.762    1.000   5.888   0.1253  0.0000   0.000E+00  4.493E-01  0.000E+00
 0.072     6.307     2907.  -1.430  3.532  0.761    1.000   5.889   0.1276  0.0000   0.000E+00  4.494E-01  0.000E+00
 0.072     6.315     2907.  -1.432  3.534  0.759    1.000   5.890   0.1299  0.0000   0.000E+00  4.494E-01  0.000E+00
 0.072     6.323     2907.  -1.433  3.536  0.758    1.000   5.890   0.1321  0.0000   0.000E+00  4.495E-01  0.000E+00
 0.072     6.330     2907.  -1.435  3.537  0.756    1.000   5.891   0.1344  0.0000   0.000E+00  4.495E-01  0.000E+00
 0.072     6.337     2907.  -1.436  3.539  0.755    1.000   5.892   0.1366  0.0000   0.000E+00  4.496E-01  0.000E+00
 0.072     6.344     2907.  -1.438  3.541  0.754    1.000   5.892   0.1389  0.0000   0.000E+00  4.497E-01  0.000E+00
 0.072     6.351     2908.  -1.440  3.542  0.752    1.000   5.893   0.1411  0.0000   0.000E+00  4.497E-01  0.000E+00
 0.072     6.357     2908.  -1.441  3.544  0.751    1.000   5.894   0.1433  0.0000   0.000E+00  4.498E-01  0.000E+00
 0.072     6.363     2908.  -1.443  3.545  0.749    1.000   5.894   0.1455  0.0000   0.000E+00  4.499E-01  0.000E+00
 0.072     6.369     2908.  -1.444  3.547  0.748    1.000   5.895   0.1477  0.0000   0.000E+00  4.499E-01  0.000E+00
 0.072     6.375     2908.  -1.446  3.549  0.747    1.000   5.896   0.1499  0.0000   0.000E+00  4.500E-01  0.000E+00
 0.072     6.380     2908.  -1.447  3.550  0.745    1.000   5.896   0.1521  0.0000   0.000E+00  4.500E-01  0.000E+00
 0.072     6.385     2908.  -1.449  3.552  0.744    1.000   5.897   0.1543  0.0000   0.000E+00  4.501E-01  0.000E+00
 0.072     6.390     2908.  -1.450  3.553  0.743    1.000   5.898   0.1564  0.0000   0.000E+00  4.501E-01  0.000E+00
 0.072     6.395     2908.  -1.452  3.555  0.741    1.000   5.899   0.1586  0.0000   0.000E+00  4.502E-01  0.000E+00
 0.072     6.400     2909.  -1.453  3.556  0.740    1.000   5.899   0.1607  0.0000   0.000E+00  4.503E-01  0.000E+00
 0.072     6.404     2909.  -1.455  3.558  0.739    1.000   5.900   0.1629  0.0000   0.000E+00  4.503E-01  0.000E+00
 0.072     6.408     2909.  -1.456  3.559  0.737    1.000   5.901   0.1650  0.0000   0.000E+00  4.504E-01  0.000E+00
 0.072     6.413     2909.  -1.458  3.561  0.736    1.000   5.901   0.1671  0.0000   0.000E+00  4.504E-01  0.000E+00
 0.072     6.417     2909.  -1.459  3.563  0.735    1.000   5.902   0.1692  0.0000   0.000E+00  4.505E-01  0.000E+00
 0.072     6.421     2909.  -1.460  3.564  0.734    1.000   5.902   0.1713  0.0000   0.000E+00  4.506E-01  0.000E+00
 0.072     6.432     2909.  -1.465  3.569  0.730    1.000   5.904   0.1776  0.0000   0.000E+00  4.507E-01  0.000E+00
 0.072     6.442     2910.  -1.469  3.573  0.726    1.000   5.906   0.1838  0.0000   0.000E+00  4.509E-01  0.000E+00
 0.072     6.451     2910.  -1.473  3.577  0.722    1.000   5.908   0.1898  0.0000   0.000E+00  4.511E-01  0.000E+00
 0.072     6.459     2910.  -1.477  3.582  0.719    1.000   5.910   0.1958  0.0000   0.000E+00  4.512E-01  0.000E+00
 0.072     6.469     2911.  -1.483  3.587  0.714    1.000   5.913   0.2036  0.0000   0.000E+00  4.514E-01  0.000E+00
 0.072     6.480     2911.  -1.489  3.594  0.709    1.000   5.916   0.2131  0.0000   0.000E+00  4.517E-01  0.000E+00
 0.072     6.490     2912.  -1.496  3.601  0.703    1.000   5.918   0.2223  0.0000   0.000E+00  4.519E-01  0.000E+00
 0.072     6.500     2912.  -1.503  3.608  0.697    1.000   5.922   0.2329  0.0000   0.000E+00  4.522E-01  0.000E+00
 0.072     6.509     2913.  -1.510  3.615  0.691    1.000   5.925   0.2431  0.0000   0.000E+00  4.524E-01  0.000E+00
 0.072     6.519     2913.  -1.519  3.625  0.684    1.000   5.929   0.2560  0.0000   0.000E+00  4.527E-01  0.000E+00
 0.072     6.529     2914.  -1.528  3.634  0.677    1.000   5.933   0.2696  0.0000   0.000E+00  4.530E-01  0.000E+00
 0.072     6.540     2915.  -1.539  3.646  0.667    1.000   5.939   0.2862  0.0000   0.000E+00  4.534E-01  0.000E+00
 0.072     6.549     2915.  -1.550  3.657  0.659    1.000   5.944   0.3023  0.0000   0.000E+00  4.538E-01  0.000E+00
 0.072     6.559     2916.  -1.563  3.671  0.648    1.000   5.950   0.3217  0.0000   0.000E+00  4.542E-01  0.000E+00
 0.072     6.569     2917.  -1.577  3.685  0.638    1.000   5.956   0.3418  0.0000   0.000E+00  4.547E-01  0.000E+00
 0.072     6.579     2918.  -1.591  3.700  0.627    1.000   5.963   0.3631  0.0000   0.000E+00  4.551E-01  0.000E+00
 0.072     6.589     2919.  -1.606  3.716  0.616    1.000   5.970   0.3847  0.0000   0.000E+00  4.556E-01  0.000E+00
 0.072     6.600     2920.  -1.622  3.732  0.605    1.000   5.977   0.4080  0.0000   0.000E+00  4.561E-01  0.000E+00
 0.072     6.610     2921.  -1.635  3.746  0.595    1.000   5.983   0.4278  0.0000   0.000E+00  4.565E-01  0.000E+00
 0.072     6.619     2923.  -1.648  3.760  0.585    1.000   5.989   0.4475  0.0000   0.000E+00  4.569E-01  0.000E+00
 0.072     6.629     2924.  -1.661  3.774  0.576    1.000   5.995   0.4673  0.0000   0.000E+00  4.573E-01  0.000E+00
 0.072     6.639     2925.  -1.675  3.788  0.567    1.000   6.002   0.4870  0.0000   0.000E+00  4.577E-01  0.000E+00
 0.072     6.649     2926.  -1.688  3.802  0.558    1.000   6.008   0.5067  0.0000   0.000E+00  4.581E-01  0.000E+00
 0.072     6.660     2928.  -1.701  3.815  0.549    1.000   6.014   0.5265  0.0000   0.000E+00  4.585E-01  0.000E+00
 0.072     6.670     2929.  -1.714  3.829  0.541    1.000   6.020   0.5463  0.0000   0.000E+00  4.589E-01  0.000E+00
 0.072     6.681     2931.  -1.726  3.843  0.532    1.000   6.027   0.5661  0.0000   0.000E+00  4.592E-01  0.000E+00
 0.072     6.692     2933.  -1.739  3.857  0.524    1.000   6.033   0.5860  0.0000   0.000E+00  4.596E-01  0.000E+00
 0.072     6.700     2934.  -1.748  3.866  0.518    1.000   6.037   0.5993  0.0000   0.000E+00  4.598E-01  0.000E+00
 0.072     6.711     2936.  -1.761  3.880  0.510    1.000   6.043   0.6193  0.0000   0.000E+00  4.601E-01  0.000E+00
 0.072     6.719     2937.  -1.769  3.889  0.504    1.000   6.047   0.6327  0.0000   0.000E+00  4.603E-01  0.000E+00
 0.072     6.731     2939.  -1.782  3.903  0.496    1.000   6.053   0.6528  0.0000   0.000E+00  4.607E-01  0.000E+00
 0.072     6.743     2942.  -1.794  3.917  0.488    1.000   6.059   0.6730  0.0000   0.000E+00  4.610E-01  0.000E+00
 0.072     6.751     2943.  -1.803  3.926  0.483    1.000   6.064   0.6864  0.0000   0.000E+00  4.612E-01  0.000E+00
 0.072     6.759     2945.  -1.811  3.936  0.478    1.000   6.068   0.6999  0.0000   0.000E+00  4.613E-01  0.000E+00
 0.072     6.772     2947.  -1.824  3.950  0.471    1.000   6.074   0.7202  0.0000   0.000E+00  4.616E-01  0.000E+00
 0.072     6.780     2948.  -1.832  3.959  0.465    1.000   6.078   0.7337  0.0000   0.000E+00  4.618E-01  0.000E+00
 0.072     6.789     2950.  -1.840  3.968  0.461    1.000   6.082   0.7473  0.0000   0.000E+00  4.620E-01  0.000E+00
 0.072     6.802     2952.  -1.853  3.982  0.453    1.000   6.088   0.7676  0.0000   0.000E+00  4.622E-01  0.000E+00
 0.072     6.811     2954.  -1.861  3.992  0.448    1.000   6.093   0.7811  0.0000   0.000E+00  4.624E-01  0.000E+00
 0.072     6.820     2955.  -1.870  4.001  0.444    1.000   6.097   0.7946  0.0000   0.000E+00  4.626E-01  0.000E+00
 0.072     6.833     2956.  -1.883  4.015  0.437    1.000   6.103   0.8148  0.0000   0.000E+00  4.629E-01  0.000E+00
 0.072     6.842     2956.  -1.893  4.024  0.432    1.000   6.107   0.8283  0.0000   0.000E+00  4.630E-01  0.000E+00
 0.072     6.851     2956.  -1.902  4.033  0.427    1.000   6.111   0.8418  0.0000   0.000E+00  4.632E-01  0.000E+00
 0.072     6.861     2956.  -1.911  4.042  0.423    1.000   6.115   0.8553  0.0000   0.000E+00  4.634E-01  0.000E+00
 0.072     6.870     2956.  -1.920  4.052  0.418    1.000   6.119   0.8688  0.0000   0.000E+00  4.635E-01  0.000E+00
 0.072     6.879     2956.  -1.929  4.061  0.414    1.000   6.123   0.8822  0.0000   0.000E+00  4.637E-01  0.000E+00
 0.072     6.893     2956.  -1.943  4.075  0.407    1.000   6.129   0.9024  0.0000   0.000E+00  4.639E-01  0.000E+00
 0.072     6.903     2956.  -1.952  4.084  0.403    1.000   6.133   0.9159  0.0000   0.000E+00  4.641E-01  0.000E+00
 0.072     6.913     2956.  -1.962  4.093  0.399    1.000   6.137   0.9294  0.0000   0.000E+00  4.642E-01  0.000E+00
 0.072     6.922     2956.  -1.971  4.102  0.395    1.000   6.141   0.9428  0.0000   0.000E+00  4.644E-01  0.000E+00
 0.072     6.932     2956.  -1.980  4.111  0.391    1.000   6.145   0.9563  0.0000   0.000E+00  4.645E-01  0.000E+00
 0.072     6.942     2955.  -1.989  4.120  0.387    1.000   6.149   0.9698  0.0000   0.000E+00  4.647E-01  0.000E+00
 0.072     6.952     2955.  -1.999  4.130  0.382    1.000   6.153   0.9833  0.0000   0.000E+00  4.648E-01  0.000E+00
 0.072     6.962     2955.  -2.008  4.139  0.378    1.000   6.157   0.9968  0.0000   0.000E+00  4.649E-01  0.000E+00
 0.072     6.972     2955.  -2.017  4.148  0.375    1.000   6.161   1.0104  0.0000   0.000E+00  4.651E-01  0.000E+00
 0.072     6.982     2955.  -2.026  4.157  0.371    1.000   6.165   1.0239  0.0000   0.000E+00  4.652E-01  0.000E+00
 0.072     6.993     2955.  -2.036  4.166  0.367    1.000   6.169   1.0375  0.0000   0.000E+00  4.653E-01  0.000E+00
 0.072     7.003     2954.  -2.045  4.175  0.363    1.000   6.173   1.0512  0.0000   0.000E+00  4.654E-01  0.000E+00
 0.072     7.014     2954.  -2.054  4.184  0.359    1.000   6.177   1.0648  0.0000   0.000E+00  4.655E-01  0.000E+00
 0.072     7.024     2954.  -2.063  4.194  0.355    1.000   6.181   1.0785  0.0000   0.000E+00  4.656E-01  0.000E+00
 0.072     7.030     2954.  -2.068  4.198  0.353    1.000   6.184   1.0853  0.0000   0.000E+00  4.657E-01  0.000E+00
 0.072     7.040     2954.  -2.077  4.207  0.350    1.000   6.188   1.0990  0.0000   0.000E+00  4.657E-01  0.000E+00
 0.072     7.051     2954.  -2.086  4.216  0.346    1.000   6.191   1.1127  0.0000   0.000E+00  4.658E-01  0.000E+00
 0.072     7.062     2954.  -2.096  4.226  0.342    1.000   6.196   1.1264  0.0000   0.000E+00  4.659E-01  0.000E+00
 0.072     7.073     2953.  -2.105  4.235  0.339    1.000   6.200   1.1401  0.0000   0.000E+00  4.660E-01  0.000E+00
 0.072     7.084     2953.  -2.114  4.244  0.335    1.000   6.204   1.1539  0.0000   0.000E+00  4.661E-01  0.000E+00
 0.072     7.089     2953.  -2.119  4.249  0.334    1.000   6.206   1.1608  0.0000   0.000E+00  4.661E-01  0.000E+00
 0.072     7.100     2953.  -2.128  4.258  0.330    1.000   6.210   1.1746  0.0000   0.000E+00  4.662E-01  0.000E+00
 0.072     7.111     2953.  -2.137  4.267  0.327    1.000   6.214   1.1884  0.0000   0.000E+00  4.662E-01  0.000E+00
 0.072     7.123     2953.  -2.146  4.276  0.323    1.000   6.218   1.2022  0.0000   0.000E+00  4.663E-01  0.000E+00
 0.072     7.134     2953.  -2.156  4.285  0.320    1.000   6.222   1.2160  0.0000   0.000E+00  4.664E-01  0.000E+00
 0.072     7.140     2953.  -2.160  4.290  0.318    1.000   6.224   1.2229  0.0000   0.000E+00  4.664E-01  0.000E+00
 0.072     7.151     2953.  -2.170  4.299  0.315    1.000   6.228   1.2367  0.0000   0.000E+00  4.664E-01  0.000E+00
 0.072     7.162     2953.  -2.179  4.308  0.311    1.000   6.232   1.2504  0.0000   0.000E+00  4.665E-01  0.000E+00
 0.072     7.174     2952.  -2.188  4.317  0.308    1.000   6.236   1.2642  0.0000   0.000E+00  4.665E-01  0.000E+00
 0.072     7.179     2952.  -2.193  4.322  0.307    1.000   6.238   1.2711  0.0000   0.000E+00  4.666E-01  0.000E+00
 0.072     7.191     2952.  -2.202  4.331  0.303    1.000   6.242   1.2848  0.0000   0.000E+00  4.666E-01  0.000E+00
 0.072     7.203     2952.  -2.211  4.340  0.300    1.000   6.246   1.2986  0.0000   0.000E+00  4.667E-01  0.000E+00
 0.072     7.214     2952.  -2.220  4.349  0.297    1.000   6.250   1.3124  0.0000   0.000E+00  4.667E-01  0.000E+00
 0.072     7.220     2952.  -2.225  4.354  0.295    1.000   6.252   1.3193  0.0000   0.000E+00  4.667E-01  0.000E+00
 0.072     7.232     2951.  -2.234  4.363  0.292    1.000   6.256   1.3330  0.0000   0.000E+00  4.667E-01  0.000E+00
 0.072     7.243     2951.  -2.243  4.372  0.289    1.000   6.260   1.3468  0.0000   0.000E+00  4.668E-01  0.000E+00
 0.072     7.249     2951.  -2.248  4.377  0.288    1.000   6.261   1.3537  0.0000   0.000E+00  4.668E-01  0.000E+00
 0.072     7.261     2951.  -2.257  4.386  0.285    1.000   6.265   1.3674  0.0000   0.000E+00  4.668E-01  0.000E+00
 0.072     7.273     2950.  -2.267  4.395  0.282    1.000   6.269   1.3811  0.0000   0.000E+00  4.668E-01  0.000E+00
 0.072     7.285     2950.  -2.276  4.404  0.279    1.000   6.273   1.3948  0.0000   0.000E+00  4.669E-01  0.000E+00
 0.072     7.291     2950.  -2.281  4.409  0.277    1.000   6.275   1.4016  0.0000   0.000E+00  4.669E-01  0.000E+00
 0.072     7.303     2950.  -2.290  4.418  0.275    1.000   6.279   1.4153  0.0000   0.000E+00  4.669E-01  0.000E+00
 0.072     7.315     2949.  -2.299  4.427  0.272    1.000   6.283   1.4289  0.0000   0.000E+00  4.669E-01  0.000E+00
 0.072     7.321     2949.  -2.304  4.431  0.270    1.000   6.285   1.4358  0.0000   0.000E+00  4.669E-01  0.000E+00
 0.072     7.333     2948.  -2.313  4.440  0.267    1.000   6.288   1.4493  0.0000   0.000E+00  4.669E-01  0.000E+00
 0.072     7.339     2948.  -2.318  4.445  0.266    1.000   6.290   1.4561  0.0000   0.000E+00  4.669E-01  0.000E+00
 0.072     7.351     2948.  -2.327  4.454  0.263    1.000   6.294   1.4697  0.0000   0.000E+00  4.670E-01  0.000E+00
 0.072     7.363     2947.  -2.337  4.463  0.261    1.000   6.298   1.4833  0.0000   0.000E+00  4.670E-01  0.000E+00
 0.072     7.369     2947.  -2.341  4.468  0.259    1.000   6.300   1.4901  0.0000   0.000E+00  4.670E-01  0.000E+00
 0.072     7.382     2947.  -2.351  4.477  0.257    1.000   6.303   1.5036  0.0000   0.000E+00  4.670E-01  0.000E+00
 0.072     7.394     2946.  -2.360  4.486  0.254    1.000   6.307   1.5172  0.0000   0.000E+00  4.670E-01  0.000E+00
 0.072     7.400     2946.  -2.365  4.490  0.253    1.000   6.309   1.5240  0.0000   0.000E+00  4.670E-01  0.000E+00
